Order/PO Number,External ID,Model Number,ASIN,Merchant Sku,Title,List Price,Discount,Cost,Quantity Ordered,Previously Confirmed Quantity,Quantity Confirmed,Quantity Canceled,Quantity Received,Hand Off Start,Hand Off End,Hand Off Type,Expected Hand Off Date,Availability Status,Error From Previous Upload Attempt,Vendor Code,Fulfillment Center,Consolidation ID,Condition,Order Date,Is Back Order,Freight Terms,Payment Method,Special Instructions,Comments,Legal Entity Id,Currency Code,External Id Type,Item Package Quantity,Aggregate Quantity,Merchant Customer ID,Merchant Sku ratio
3SLU937B,655258860199,N8264-YDQY-2,B07WS3RZKK,,"HomePop Storage Ottoman, Light Brown",$124.58,21%,$98.78,3,0,0,0,0,08-Nov-2021,15-Nov-2021,Ship,08-Nov-2021,OS - Cancelled: Out of stock,,KINEB,BFI3,,Confirmed,08-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3SLU937B,655258860182,N8264-E903,B07WYD1XGT,,"HomePop Storage Ottoman, Gray",$124.58,21%,$98.78,9,0,0,0,0,08-Nov-2021,15-Nov-2021,Ship,08-Nov-2021,OS - Cancelled: Out of stock,,KINEB,BFI3,,Confirmed,08-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UAYGUBJ,655258828243,K6171-B204,B00J8VMV9A,,"HomePop by Kinfine Fabric Upholstered Round Storage Ottoman - Velvet Button Tufted Ottoman with Removable Lid, Purple",$124.99,48%,$64.43,10,10,10,0,9,16-Oct-2021,23-Oct-2021,Ship,23-Oct-2021,AC - Accepted: In stock,,KINEB,DEN2,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UAYGUBJ,655258834930,K6813-F2031,B00R55VLAG,,"HomePop Upholstered Chunky Textured Tufted Storage Ottoman with Hinged Lid, Gray",$202.99,46%,$109.02,1,1,1,0,0,16-Oct-2021,23-Oct-2021,Ship,23-Oct-2021,AC - Accepted: In stock,,KINEB,DEN2,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UAYGUBJ,655258834527,N8264-B119,B016YSU2SG,,"HomePop Large Button Tufted Round Storage Ottoman, Berry",$109.99,31%,$76.18,1,0,0,0,0,16-Oct-2021,23-Oct-2021,Ship,16-Oct-2021,OS - Cancelled: Out of stock,,KINEB,DEN2,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UAYGUBJ,655258839522,K6908-F1540,B06ZYXMKMR,,"HomePop Modern Swoop Arm Accent Chair, Gray Geomtric, Medium",$210.99,24%,$160.32,1,1,1,0,0,16-Oct-2021,23-Oct-2021,Ship,23-Oct-2021,AC - Accepted: In stock,,KINEB,DEN2,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UAYGUBJ,655258839447,K6499-B122,B071XPKWTQ,,"HomePop Velvet Swoop Arm Accent Chair, Teal",$219.99,45%,$122.00,4,4,4,0,0,16-Oct-2021,23-Oct-2021,Ship,23-Oct-2021,AC - Accepted: In stock,,KINEB,DEN2,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UAYGUBJ,655258851043,K7342-F2067,B073QLTSN3,,"HomePop Square Storage Ottoman with Lift Off Lid, Cream",$70.36,0%,$70.36,1,1,1,0,1,16-Oct-2021,23-Oct-2021,Ship,23-Oct-2021,AC - Accepted: In stock,,KINEB,DEN2,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UAYGUBJ,655258854921,K7646-A750,B079RWVD8J,,"HomePop Square Storage Ottoman with Hinged Lid, Greay Damask, Blue Slate",$142.99,44%,$79.71,2,0,0,0,0,16-Oct-2021,23-Oct-2021,Ship,16-Oct-2021,OS - Cancelled: Out of stock,,KINEB,DEN2,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UAYGUBJ,655258854846,K7703-A832,B079S1LJ45,,"HomePop Round Upholstered Storage Ottoman, Grey Medallion",$141.99,34%,$93.66,1,1,1,0,1,16-Oct-2021,23-Oct-2021,Ship,23-Oct-2021,AC - Accepted: In stock,,KINEB,DEN2,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UAYGUBJ,655258854891,K7703-F2273,B07BQR44QS,,"HomePop Round Upholstered Storage Ottoman, Teal Linen",$112.99,17%,$93.66,1,1,1,0,1,16-Oct-2021,23-Oct-2021,Ship,23-Oct-2021,AC - Accepted: In stock,,KINEB,DEN2,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UAYGUBJ,655258855720,K6499-F2207,B07C62ZNHG,,"HomePop Swoop Arm Accent Chair, Tan",$163.52,0%,$163.52,1,0,0,0,0,16-Oct-2021,23-Oct-2021,Ship,16-Oct-2021,OS - Cancelled: Out of stock,,KINEB,DEN2,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UAYGUBJ,655258853146,K6499-A823,B07P1DF5R4,,"HomePop Swoop Arm Accent Chair, Blue Trellis",$199.99,25%,$150.62,1,0,0,0,0,16-Oct-2021,23-Oct-2021,Ship,16-Oct-2021,OS - Cancelled: Out of stock,,KINEB,DEN2,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3ULQLMRM,655258828243,K6171-B204,B00J8VMV9A,,"HomePop by Kinfine Fabric Upholstered Round Storage Ottoman - Velvet Button Tufted Ottoman with Removable Lid, Purple",$124.99,48%,$64.43,10,10,10,0,10,16-Oct-2021,23-Oct-2021,Ship,23-Oct-2021,AC - Accepted: In stock,,KINEB,RIC1,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3ULQLMRM,655258844595,K6862-E845,B01DGBYJU6,,"HomePop Round Leatherette Storage Ottoman with Lid, Moss Green",$77.61,0%,$77.61,10,10,10,0,10,16-Oct-2021,23-Oct-2021,Ship,23-Oct-2021,AC - Accepted: In stock,,KINEB,RIC1,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3ULQLMRM,655258839522,K6908-F1540,B06ZYXMKMR,,"HomePop Modern Swoop Arm Accent Chair, Gray Geomtric, Medium",$210.99,24%,$160.32,1,1,1,0,0,16-Oct-2021,23-Oct-2021,Ship,23-Oct-2021,AC - Accepted: In stock,,KINEB,RIC1,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3ULQLMRM,655258851043,K7342-F2067,B073QLTSN3,,"HomePop Square Storage Ottoman with Lift Off Lid, Cream",$70.36,0%,$70.36,2,2,2,0,2,16-Oct-2021,23-Oct-2021,Ship,23-Oct-2021,AC - Accepted: In stock,,KINEB,RIC1,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3ULQLMRM,655258854846,K7703-A832,B079S1LJ45,,"HomePop Round Upholstered Storage Ottoman, Grey Medallion",$141.99,34%,$93.66,1,1,1,0,0,16-Oct-2021,23-Oct-2021,Ship,23-Oct-2021,AC - Accepted: In stock,,KINEB,RIC1,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3ULQLMRM,655258854891,K7703-F2273,B07BQR44QS,,"HomePop Round Upholstered Storage Ottoman, Teal Linen",$112.99,17%,$93.66,1,1,1,0,1,16-Oct-2021,23-Oct-2021,Ship,23-Oct-2021,AC - Accepted: In stock,,KINEB,RIC1,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3ULQLMRM,655258855065,K6384NP-F2262,B07D55RLNX,,"HomePop Large Upholstered Rectangular Storage Ottoman Bench with Hinged Lid, Black Buffalo Plaid",$169.99,23%,$131.12,1,0,0,0,0,16-Oct-2021,23-Oct-2021,Ship,16-Oct-2021,OS - Cancelled: Out of stock,,KINEB,RIC1,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3ULQLMRM,655258857557,N8264-F2206,B07FZPQV38,,"HomePop Large Button Tufted Round Storage Ottoman, Light Blue",$109.99,15%,$93.66,1,0,0,0,0,16-Oct-2021,23-Oct-2021,Ship,16-Oct-2021,OS - Cancelled: Out of stock,,KINEB,RIC1,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UQYHWTS,655258828243,K6171-B204,B00J8VMV9A,,"HomePop by Kinfine Fabric Upholstered Round Storage Ottoman - Velvet Button Tufted Ottoman with Removable Lid, Purple",$124.99,48%,$64.43,10,10,10,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,AC - Accepted: In stock,,KINEB,PDX7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UQYHWTS,655258834930,K6813-F2031,B00R55VLAG,,"HomePop Upholstered Chunky Textured Tufted Storage Ottoman with Hinged Lid, Gray",$202.99,46%,$109.02,1,1,1,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,AC - Accepted: In stock,,KINEB,PDX7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UQYHWTS,655258834527,N8264-B119,B016YSU2SG,,"HomePop Large Button Tufted Round Storage Ottoman, Berry",$109.99,31%,$76.18,1,0,0,0,0,30-Oct-2021,06-Nov-2021,Ship,30-Oct-2021,OS - Cancelled: Out of stock,,KINEB,PDX7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UQYHWTS,655258838211,K6805-F2059,B06ZYC7SZR,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Set of 2, Navy and Floral",$295.99,41%,$174.83,5,0,0,0,0,30-Oct-2021,06-Nov-2021,Ship,30-Oct-2021,OS - Cancelled: Out of stock,,KINEB,PDX7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UQYHWTS,655258839522,K6908-F1540,B06ZYXMKMR,,"HomePop Modern Swoop Arm Accent Chair, Gray Geomtric, Medium",$210.99,24%,$160.32,1,1,1,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,AC - Accepted: In stock,,KINEB,PDX7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UQYHWTS,655258839447,K6499-B122,B071XPKWTQ,,"HomePop Velvet Swoop Arm Accent Chair, Teal",$219.99,45%,$122.00,10,10,10,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,AC - Accepted: In stock,,KINEB,PDX7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UQYHWTS,655258851043,K7342-F2067,B073QLTSN3,,"HomePop Square Storage Ottoman with Lift Off Lid, Cream",$70.36,0%,$70.36,1,1,1,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,AC - Accepted: In stock,,KINEB,PDX7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UQYHWTS,655258845950,K6805-A793,B07583RPSL,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Set of 2, Taupe and Cream Medallion",$249.99,28%,$179.51,1,1,1,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,AC - Accepted: In stock,,KINEB,PDX7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UQYHWTS,655258854921,K7646-A750,B079RWVD8J,,"HomePop Square Storage Ottoman with Hinged Lid, Greay Damask, Blue Slate",$142.99,44%,$79.71,3,3,3,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,AC - Accepted: In stock,,KINEB,PDX7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UQYHWTS,655258854846,K7703-A832,B079S1LJ45,,"HomePop Round Upholstered Storage Ottoman, Grey Medallion",$141.99,34%,$93.66,1,1,1,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,AC - Accepted: In stock,,KINEB,PDX7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UQYHWTS,655258854891,K7703-F2273,B07BQR44QS,,"HomePop Round Upholstered Storage Ottoman, Teal Linen",$112.99,17%,$93.66,2,2,2,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,AC - Accepted: In stock,,KINEB,PDX7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UQYHWTS,655258855720,K6499-F2207,B07C62ZNHG,,"HomePop Swoop Arm Accent Chair, Tan",$163.52,0%,$163.52,3,0,0,0,0,30-Oct-2021,06-Nov-2021,Ship,30-Oct-2021,OS - Cancelled: Out of stock,,KINEB,PDX7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UQYHWTS,655258856284,K7716-F2297,B07C6CZB3H,,"HomePop Round Tweed Storage Ottoman, Light Gray Tweed",$89.99,14%,$77.59,3,0,0,0,0,30-Oct-2021,06-Nov-2021,Ship,30-Oct-2021,OS - Cancelled: Out of stock,,KINEB,PDX7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UQYHWTS,655258857557,N8264-F2206,B07FZPQV38,,"HomePop Large Button Tufted Round Storage Ottoman, Light Blue",$109.99,15%,$93.66,1,0,0,0,0,30-Oct-2021,06-Nov-2021,Ship,30-Oct-2021,OS - Cancelled: Out of stock,,KINEB,PDX7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3UQYHWTS,655258853146,K6499-A823,B07P1DF5R4,,"HomePop Swoop Arm Accent Chair, Blue Trellis",$199.99,25%,$150.62,1,1,1,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,IA - Accepted: EDI Only,,KINEB,PDX7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3XBL61JH,655258822715,K1136-F975,B071XZ2VQ6,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Single Pack, Brown Sage Leaf",$96.74,21%,$76.64,1,0,0,0,0,01-Nov-2021,05-Nov-2021,Ship,01-Nov-2021,OS - Cancelled: Out of stock,,KINEB,SAV3,,Confirmed,01-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3XBL61JH,655258854921,K7646-A750,B079RWVD8J,,"HomePop Square Storage Ottoman with Hinged Lid, Greay Damask, Blue Slate",$153.99,48%,$79.71,9,9,9,0,0,01-Nov-2021,05-Nov-2021,Ship,01-Dec-2021,AC - Accepted: In stock,,KINEB,SAV3,,Confirmed,01-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3XBL61JH,655258856406,K6138-F2206,B07C62ZQ6G,,"HomePop Ainsley Linen Button Tufted Storage Bench with Hinged Lid, Light Blue",$169.99,23%,$131.08,1,0,0,0,0,01-Nov-2021,05-Nov-2021,Ship,01-Nov-2021,OS - Cancelled: Out of stock,,KINEB,SAV3,,Confirmed,01-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3XBL61JH,655258856413,K6138-F2207,B07C6F2G76,,"HomePop Ainsley Linen Button Tufted Storage Bench with Hinged Lid, Tan",$169.99,23%,$131.08,1,0,0,0,0,01-Nov-2021,05-Nov-2021,Ship,01-Nov-2021,OS - Cancelled: Out of stock,,KINEB,SAV3,,Confirmed,01-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3XBL61JH,655258853733,K7646-A823,B07DPSMRF4,,"HomePop Square Storage Ottoman with Hinged Lid, Blue Trellis",$125.99,37%,$79.71,4,4,4,0,0,01-Nov-2021,05-Nov-2021,Ship,24-Dec-2021,AC - Accepted: In stock,,KINEB,SAV3,,Confirmed,01-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3XBL61JH,655258857557,N8264-F2206,B07FZPQV38,,"HomePop Large Button Tufted Round Storage Ottoman, Light Blue",$109.99,15%,$93.66,6,0,0,0,0,01-Nov-2021,05-Nov-2021,Ship,01-Nov-2021,OS - Cancelled: Out of stock,,KINEB,SAV3,,Confirmed,01-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3XBL61JH,655258859377,,B07Q9GCSCL,,"Spatial Order Kaufmann Modern Large Storage Bench, Navy",$129.99,37%,$81.75,1,0,0,0,0,01-Nov-2021,05-Nov-2021,Ship,01-Nov-2021,OS - Cancelled: Out of stock,,KINEB,SAV3,,Confirmed,01-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3YGHP5JW,655258834930,K6813-F2031,B00R55VLAG,,"HomePop Upholstered Chunky Textured Tufted Storage Ottoman with Hinged Lid, Gray",$202.99,46%,$109.02,2,2,2,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,AC - Accepted: In stock,,KINEB,GSO1,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3YGHP5JW,655258839447,K6499-B122,B071XPKWTQ,,"HomePop Velvet Swoop Arm Accent Chair, Teal",$219.99,45%,$122.00,8,8,8,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,AC - Accepted: In stock,,KINEB,GSO1,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3YGHP5JW,655258854921,K7646-A750,B079RWVD8J,,"HomePop Square Storage Ottoman with Hinged Lid, Greay Damask, Blue Slate",$142.99,44%,$79.71,3,0,0,0,0,30-Oct-2021,06-Nov-2021,Ship,30-Oct-2021,OS - Cancelled: Out of stock,,KINEB,GSO1,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3YGHP5JW,655258855720,K6499-F2207,B07C62ZNHG,,"HomePop Swoop Arm Accent Chair, Tan",$163.52,0%,$163.52,2,0,0,0,0,30-Oct-2021,06-Nov-2021,Ship,30-Oct-2021,OS - Cancelled: Out of stock,,KINEB,GSO1,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
3YGHP5JW,655258853146,K6499-A823,B07P1DF5R4,,"HomePop Swoop Arm Accent Chair, Blue Trellis",$199.99,25%,$150.62,2,0,0,0,0,30-Oct-2021,06-Nov-2021,Ship,30-Oct-2021,OS - Cancelled: Out of stock,,KINEB,GSO1,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
43FJNMHZ,655258828281,K6410-F1423,B00YLB47FI,,"HomePop Upholstered Entryway Bench with Wood Shelf, Orange Suzani",$134.89,0%,$134.89,9,9,9,0,0,04-Oct-2021,15-Oct-2021,Ship,11-Nov-2021,AC - Accepted: In stock,,KINEB,SWF1,,Confirmed,04-Oct-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
43FJNMHZ,655258853412,K7575-F2060,B076HD56KX,,"HomePop Parsons Classic Upholstered Accent Dining Chair with Curved Top, Set of 2, Grey Stripe",$189.99,4%,$182.32,1,0,0,0,0,04-Oct-2021,15-Oct-2021,Ship,04-Oct-2021,OS - Cancelled: Out of stock,,KINEB,SWF1,,Confirmed,04-Oct-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
43FJNMHZ,655258853603,K7399-B254,B07DQ96Z5W,,"HomePop Round Metal Base Decorative Ottoman, Silver",$89.99,30%,$63.15,2,2,2,0,0,04-Oct-2021,15-Oct-2021,Ship,15-Oct-2021,AC - Accepted: In stock,,KINEB,SWF1,,Confirmed,04-Oct-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
43FJNMHZ,655258861837,K8561-F2182,B091Q91RNV,,"HomePop Luxury 32"" Square Storage Ottoman - Slate Gray",$114.00,0%,$114.00,5,5,5,0,0,04-Oct-2021,15-Oct-2021,Ship,15-Oct-2021,AC - Accepted: In stock,,KINEB,SWF1,,Confirmed,04-Oct-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
46AD6HRZ,655258839522,K6908-F1540,B06ZYXMKMR,,"HomePop Modern Swoop Arm Accent Chair, Gray Geomtric, Medium",$210.99,24%,$160.32,2,2,2,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,AC - Accepted: In stock,,KINEB,TEB6,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
46AD6HRZ,655258839447,K6499-B122,B071XPKWTQ,,"HomePop Velvet Swoop Arm Accent Chair, Teal",$219.99,45%,$122.00,7,7,7,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,AC - Accepted: In stock,,KINEB,TEB6,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
46AD6HRZ,655258845950,K6805-A793,B07583RPSL,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Set of 2, Taupe and Cream Medallion",$249.99,28%,$179.51,2,2,2,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,AC - Accepted: In stock,,KINEB,TEB6,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
46AD6HRZ,655258854921,K7646-A750,B079RWVD8J,,"HomePop Square Storage Ottoman with Hinged Lid, Greay Damask, Blue Slate",$142.99,44%,$79.71,3,3,3,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,AC - Accepted: In stock,,KINEB,TEB6,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
46AD6HRZ,655258855065,K6384NP-F2262,B07D55RLNX,,"HomePop Large Upholstered Rectangular Storage Ottoman Bench with Hinged Lid, Black Buffalo Plaid",$169.99,23%,$131.12,1,1,1,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,AC - Accepted: In stock,,KINEB,TEB6,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
46AD6HRZ,655258857557,N8264-F2206,B07FZPQV38,,"HomePop Large Button Tufted Round Storage Ottoman, Light Blue",$109.99,15%,$93.66,1,0,0,0,0,30-Oct-2021,06-Nov-2021,Ship,30-Oct-2021,OS - Cancelled: Out of stock,,KINEB,TEB6,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
46AD6HRZ,655258853146,K6499-A823,B07P1DF5R4,,"HomePop Swoop Arm Accent Chair, Blue Trellis",$199.99,25%,$150.62,2,2,2,0,0,30-Oct-2021,06-Nov-2021,Ship,06-Nov-2021,IA - Accepted: EDI Only,,KINEB,TEB6,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
47EV8R2T,655258818145,K2380-E169,B005TX6084,,"HomePop Faux Leather Square Storage Ottoman Coffee Table with Wood Legs, Black",$259.99,70%,$76.91,30,30,30,0,0,08-Nov-2021,15-Nov-2021,Ship,15-Nov-2021,AC - Accepted: In stock,,KINEB,SCK1,,Confirmed,08-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
47EV8R2T,655258834527,N8264-B119,B016YSU2SG,,"HomePop Large Button Tufted Round Storage Ottoman, Berry",$109.99,31%,$76.18,21,0,0,0,0,08-Nov-2021,15-Nov-2021,Ship,08-Nov-2021,OS - Cancelled: Out of stock,,KINEB,SCK1,,Confirmed,08-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
47EV8R2T,655258844588,K6862-E844,B01DGBYJQU,,"HomePop Round Leatherette Storage Ottoman with Lid, Charcoal Grey",$154.99,50%,$77.28,10,0,0,0,0,08-Nov-2021,15-Nov-2021,Ship,08-Nov-2021,OS - Cancelled: Out of stock,,KINEB,SCK1,,Confirmed,08-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
47EV8R2T,655258844595,K6862-E845,B01DGBYJU6,,"HomePop Round Leatherette Storage Ottoman with Lid, Moss Green",$154.99,50%,$77.61,20,20,20,0,0,08-Nov-2021,15-Nov-2021,Ship,15-Nov-2021,AC - Accepted: In stock,,KINEB,SCK1,,Confirmed,08-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
47EV8R2T,655258844625,K6862-E848,B01DGBYQ0E,,"HomePop Round Leatherette Storage Ottoman with Lid, Ivory",$154.99,50%,$77.60,5,0,0,0,0,08-Nov-2021,15-Nov-2021,Ship,08-Nov-2021,OS - Cancelled: Out of stock,,KINEB,SCK1,,Confirmed,08-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
47EV8R2T,655258844618,K6862-E847,B01DGBYT0G,,"HomePop Round Leatherette Storage Ottoman with Lid, Cinnamon Red",$147.99,48%,$77.61,10,0,0,0,0,08-Nov-2021,15-Nov-2021,Ship,08-Nov-2021,OS - Cancelled: Out of stock,,KINEB,SCK1,,Confirmed,08-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
47EV8R2T,655258838211,K6805-F2059,B06ZYC7SZR,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Set of 2, Navy and Floral",$285.99,39%,$174.83,4,0,0,0,0,08-Nov-2021,15-Nov-2021,Ship,08-Nov-2021,OS - Cancelled: Out of stock,,KINEB,SCK1,,Confirmed,08-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
47EV8R2T,655258818428,K1136-F662,B071D9BWS1,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Single Pack, Blue Damask",$142.99,46%,$76.64,3,0,0,0,0,08-Nov-2021,15-Nov-2021,Ship,08-Nov-2021,OS - Cancelled: Out of stock,,KINEB,SCK1,,Confirmed,08-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
47EV8R2T,655258839485,K7380-F1447,B071VLNVD9,,"HomePop Upholstered Storage Cube Ottoman with Hinged Lid, Orange Geometric",$55.19,0%,$55.19,3,3,3,0,0,08-Nov-2021,15-Nov-2021,Ship,15-Nov-2021,AC - Accepted: In stock,,KINEB,SCK1,,Confirmed,08-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
47EV8R2T,655258838099,K6805-F2052,B071XYMXC3,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Set of 2, Grey and Cream Geometric",$179.51,0%,$179.51,5,0,0,0,0,08-Nov-2021,15-Nov-2021,Ship,08-Nov-2021,OS - Cancelled: Out of stock,,KINEB,SCK1,,Confirmed,08-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
47EV8R2T,655258839645,K6805-F2088,B071Y7Q1YD,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Single Pack, Dark Blue",$154.99,51%,$76.64,21,0,0,0,0,08-Nov-2021,15-Nov-2021,Ship,08-Nov-2021,OS - Cancelled: Out of stock,,KINEB,SCK1,,Confirmed,08-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
47EV8R2T,655258838228,K6805-A755,B071Y8LVFP,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Set of 2, Gray",$265.99,34%,$174.83,4,0,0,0,0,08-Nov-2021,15-Nov-2021,Ship,08-Nov-2021,OS - Cancelled: Out of stock,,KINEB,SCK1,,Confirmed,08-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
47EV8R2T,655258854402,K2984-A835,B079S3W69Y,,"HomePop Meredith Dining Accent Chair, Blue Demask",$239.99,20%,$192.38,2,0,0,0,0,08-Nov-2021,15-Nov-2021,Ship,08-Nov-2021,OS - Cancelled: Out of stock,,KINEB,SCK1,,Confirmed,08-Nov-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
