Order/PO Number,External ID,Model Number,ASIN,Merchant Sku,Title,List Price,Discount,Cost,Quantity Ordered,Previously Confirmed Quantity,Quantity Confirmed,Quantity Canceled,Quantity Received,Hand Off Start,Hand Off End,Hand Off Type,Expected Hand Off Date,Availability Status,Error From Previous Upload Attempt,Vendor Code,Fulfillment Center,Consolidation ID,Condition,Order Date,Is Back Order,Freight Terms,Payment Method,Special Instructions,Comments,Legal Entity Id,Currency Code,External Id Type,Item Package Quantity,Aggregate Quantity,Merchant Customer ID,Merchant Sku ratio
11GT5SPY,655258819180,K5506-F1211,B0095BBEJ6,,"HomePop Parsons Classic Upholstered Accent Dining Chair with Nailheads, Set of 2, Burlap",$144.86,0%,$144.86,3,3,3,0,0,25-Oct-2021,29-Oct-2021,Ship,25-Dec-2021,AC - Accepted: In stock,,KINEB,DET2,,Confirmed,25-Oct-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11GT5SPY,655258828205,K6171-B119,B00J8VMUP0,,"HomePop by Kinfine Fabric Upholstered Round Storage Ottoman - Velvet Button Tufted Ottoman with Removable Lid, Burgundy",$139.99,45%,$76.64,8,0,0,0,0,25-Oct-2021,29-Oct-2021,Ship,25-Oct-2021,OS - Cancelled: Out of stock,,KINEB,DET2,,Confirmed,25-Oct-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11GT5SPY,655258822715,K1136-F975,B071XZ2VQ6,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Single Pack, Brown Sage Leaf",$96.74,21%,$76.64,4,4,4,0,0,25-Oct-2021,29-Oct-2021,Ship,09-Dec-2021,AC - Accepted: In stock,,KINEB,DET2,,Confirmed,25-Oct-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11GT5SPY,655258854921,K7646-A750,B079RWVD8J,,"HomePop Square Storage Ottoman with Hinged Lid, Greay Damask, Blue Slate",$79.71,0%,$79.71,8,0,0,0,0,25-Oct-2021,29-Oct-2021,Ship,25-Oct-2021,OS - Cancelled: Out of stock,,KINEB,DET2,,Confirmed,25-Oct-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11GT5SPY,655258857557,N8264-F2206,B07FZPQV38,,"HomePop Large Button Tufted Round Storage Ottoman, Light Blue",$109.99,15%,$93.66,3,3,3,0,0,25-Oct-2021,29-Oct-2021,Ship,29-Oct-2021,AC - Accepted: In stock,,KINEB,DET2,,Confirmed,25-Oct-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11HS2JMP,655258828243,K6171-B204,B00J8VMV9A,,"HomePop by Kinfine Fabric Upholstered Round Storage Ottoman - Velvet Button Tufted Ottoman with Removable Lid, Purple",$124.99,48%,$64.43,10,0,0,0,0,18-Sep-2021,25-Sep-2021,Ship,18-Sep-2021,OS - Cancelled: Out of stock,,KINEB,BOS7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11HS2JMP,655258834527,N8264-B119,B016YSU2SG,,"HomePop Large Button Tufted Round Storage Ottoman, Berry",$109.99,31%,$76.18,2,2,2,0,0,18-Sep-2021,25-Sep-2021,Ship,02-Oct-2021,AC - Accepted: In stock,,KINEB,BOS7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11HS2JMP,655258839522,K6908-F1540,B06ZYXMKMR,,"HomePop Modern Swoop Arm Accent Chair, Gray Geomtric, Medium",$210.99,24%,$160.32,2,0,0,0,0,18-Sep-2021,25-Sep-2021,Ship,18-Sep-2021,OS - Cancelled: Out of stock,,KINEB,BOS7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11HS2JMP,655258839447,K6499-B122,B071XPKWTQ,,"HomePop Velvet Swoop Arm Accent Chair, Teal",$219.99,45%,$122.00,1,1,1,0,1,18-Sep-2021,25-Sep-2021,Ship,02-Oct-2021,AC - Accepted: In stock,,KINEB,BOS7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11HS2JMP,655258851043,K7342-F2067,B073QLTSN3,,"HomePop Square Storage Ottoman with Lift Off Lid, Cream",$70.36,0%,$70.36,3,0,0,0,0,18-Sep-2021,25-Sep-2021,Ship,25-Sep-2021,OS - Cancelled: Out of stock,,KINEB,BOS7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11HS2JMP,655258845950,K6805-A793,B07583RPSL,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Set of 2, Taupe and Cream Medallion",$249.99,28%,$179.51,1,1,1,0,1,18-Sep-2021,25-Sep-2021,Ship,02-Oct-2021,AC - Accepted: In stock,,KINEB,BOS7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11HS2JMP,655258854921,K7646-A750,B079RWVD8J,,"HomePop Square Storage Ottoman with Hinged Lid, Greay Damask, Blue Slate",$142.99,44%,$79.71,3,3,3,0,2,18-Sep-2021,25-Sep-2021,Ship,02-Oct-2021,AC - Accepted: In stock,,KINEB,BOS7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11HS2JMP,655258854846,K7703-A832,B079S1LJ45,,"HomePop Round Upholstered Storage Ottoman, Grey Medallion",$141.99,34%,$93.66,3,3,3,0,1,18-Sep-2021,25-Sep-2021,Ship,02-Oct-2021,AC - Accepted: In stock,,KINEB,BOS7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11HS2JMP,655258854891,K7703-F2273,B07BQR44QS,,"HomePop Round Upholstered Storage Ottoman, Teal Linen",$112.99,17%,$93.66,2,2,2,0,1,18-Sep-2021,25-Sep-2021,Ship,02-Oct-2021,AC - Accepted: In stock,,KINEB,BOS7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11HS2JMP,655258855720,K6499-F2207,B07C62ZNHG,,"HomePop Swoop Arm Accent Chair, Tan",$163.52,0%,$163.52,1,1,1,0,1,18-Sep-2021,25-Sep-2021,Ship,02-Oct-2021,AC - Accepted: In stock,,KINEB,BOS7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11HS2JMP,655258856284,K7716-F2297,B07C6CZB3H,,"HomePop Round Tweed Storage Ottoman, Light Gray Tweed",$89.99,14%,$77.59,2,0,0,0,0,18-Sep-2021,25-Sep-2021,Ship,18-Sep-2021,OS - Cancelled: Out of stock,,KINEB,BOS7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11HS2JMP,655258857557,N8264-F2206,B07FZPQV38,,"HomePop Large Button Tufted Round Storage Ottoman, Light Blue",$109.99,15%,$93.66,4,4,4,0,0,18-Sep-2021,25-Sep-2021,Ship,02-Oct-2021,AC - Accepted: In stock,,KINEB,BOS7,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11RLAL6B,655258819180,K5506-F1211,B0095BBEJ6,,"HomePop Parsons Classic Upholstered Accent Dining Chair with Nailheads, Set of 2, Burlap",$144.86,0%,$144.86,3,3,3,0,3,25-Oct-2021,29-Oct-2021,Ship,15-Nov-2021,AC - Accepted: In stock,,KINEB,TPA3,,Confirmed,25-Oct-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11RLAL6B,655258828205,K6171-B119,B00J8VMUP0,,"HomePop by Kinfine Fabric Upholstered Round Storage Ottoman - Velvet Button Tufted Ottoman with Removable Lid, Burgundy",$139.99,45%,$76.64,5,0,0,0,0,25-Oct-2021,29-Oct-2021,Ship,25-Oct-2021,OS - Cancelled: Out of stock,,KINEB,TPA3,,Confirmed,25-Oct-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11RLAL6B,655258838228,K6805-A755,B071Y8LVFP,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Set of 2, Gray",$265.99,34%,$174.83,2,0,0,0,0,25-Oct-2021,29-Oct-2021,Ship,25-Oct-2021,OS - Cancelled: Out of stock,,KINEB,TPA3,,Confirmed,25-Oct-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11RLAL6B,655258849866,K6380-F2164,B07BQBPNGH,,"HomePop Parsons Classic Dining Chair with Nailhead Trim, Set of 2, Tan",$229.99,22%,$179.51,1,0,0,0,0,25-Oct-2021,29-Oct-2021,Ship,25-Oct-2021,OS - Cancelled: Out of stock,,KINEB,TPA3,,Confirmed,25-Oct-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11RLAL6B,655258849125,K7579-B238,B07D49QF64,,"HomePop Diva Youth Velvet Decorative Storage Bench with White Wood Legs, Purple",$129.99,23%,$99.64,2,2,2,0,2,25-Oct-2021,29-Oct-2021,Ship,13-Nov-2021,AC - Accepted: In stock,,KINEB,TPA3,,Confirmed,25-Oct-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11RLAL6B,655258857557,N8264-F2206,B07FZPQV38,,"HomePop Large Button Tufted Round Storage Ottoman, Light Blue",$109.99,15%,$93.66,5,5,5,0,4,25-Oct-2021,29-Oct-2021,Ship,31-Oct-2021,AC - Accepted: In stock,,KINEB,TPA3,,Confirmed,25-Oct-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11XGQESH,655258828205,K6171-B119,B00J8VMUP0,,"HomePop by Kinfine Fabric Upholstered Round Storage Ottoman - Velvet Button Tufted Ottoman with Removable Lid, Burgundy",$139.99,45%,$76.64,10,10,10,0,0,27-Nov-2021,04-Dec-2021,Ship,27-Nov-2021,AC - Accepted: In stock,,KINEB,DCA6,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11XGQESH,655258834930,K6813-F2031,B00R55VLAG,,"HomePop Upholstered Chunky Textured Tufted Storage Ottoman with Hinged Lid, Gray",$202.99,46%,$109.02,1,1,1,0,0,27-Nov-2021,04-Dec-2021,Ship,27-Nov-2021,AC - Accepted: In stock,,KINEB,DCA6,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11XGQESH,655258834527,N8264-B119,B016YSU2SG,,"HomePop Large Button Tufted Round Storage Ottoman, Berry",$109.99,31%,$76.18,1,1,1,0,0,27-Nov-2021,04-Dec-2021,Ship,27-Nov-2021,AC - Accepted: In stock,,KINEB,DCA6,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11XGQESH,655258839447,K6499-B122,B071XPKWTQ,,"HomePop Velvet Swoop Arm Accent Chair, Teal",$219.99,45%,$122.00,2,2,2,0,0,27-Nov-2021,04-Dec-2021,Ship,27-Nov-2021,AC - Accepted: In stock,,KINEB,DCA6,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11XGQESH,655258845950,K6805-A793,B07583RPSL,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Set of 2, Taupe and Cream Medallion",$249.99,28%,$179.51,1,1,1,0,0,27-Nov-2021,04-Dec-2021,Ship,27-Nov-2021,AC - Accepted: In stock,,KINEB,DCA6,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11XGQESH,655258854921,K7646-A750,B079RWVD8J,,"HomePop Square Storage Ottoman with Hinged Lid, Greay Damask, Blue Slate",$142.99,44%,$79.71,1,1,1,0,0,27-Nov-2021,04-Dec-2021,Ship,27-Nov-2021,AC - Accepted: In stock,,KINEB,DCA6,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11XGQESH,655258854846,K7703-A832,B079S1LJ45,,"HomePop Round Upholstered Storage Ottoman, Grey Medallion",$141.99,34%,$93.66,1,1,1,0,0,27-Nov-2021,04-Dec-2021,Ship,27-Nov-2021,AC - Accepted: In stock,,KINEB,DCA6,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11XGQESH,655258855720,K6499-F2207,B07C62ZNHG,,"HomePop Swoop Arm Accent Chair, Tan",$163.52,0%,$163.52,2,2,2,0,0,27-Nov-2021,04-Dec-2021,Ship,27-Nov-2021,AC - Accepted: In stock,,KINEB,DCA6,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11XGQESH,655258857557,N8264-F2206,B07FZPQV38,,"HomePop Large Button Tufted Round Storage Ottoman, Light Blue",$109.99,15%,$93.66,1,1,1,0,0,27-Nov-2021,04-Dec-2021,Ship,27-Nov-2021,AC - Accepted: In stock,,KINEB,DCA6,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
11XGQESH,655258853146,K6499-A823,B07P1DF5R4,,"HomePop Swoop Arm Accent Chair, Blue Trellis",$199.99,25%,$150.62,1,1,1,0,0,27-Nov-2021,04-Dec-2021,Ship,27-Nov-2021,IA - Accepted: EDI Only,,KINEB,DCA6,,Confirmed,24-Jun-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258819159,N6354-F923,B0095BBE5A,,"HomePop Parsons Upholstered Accent Dining Chair, Set of 2, Sienna Toned Circle",$149.85,0%,$149.85,3,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258823521,N6354-F1331,B00ELWFJW2,,"HomePop Parsons Upholstered Accent Dining Chair,Set of 2, Brown Damask",$144.86,0%,$144.86,6,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258828205,K6171-B119,B00J8VMUP0,,"HomePop by Kinfine Fabric Upholstered Round Storage Ottoman - Velvet Button Tufted Ottoman with Removable Lid, Burgundy",$139.99,45%,$76.64,17,17,17,0,17,27-Sep-2021,01-Oct-2021,Ship,01-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258828243,K6171-B204,B00J8VMV9A,,"HomePop by Kinfine Fabric Upholstered Round Storage Ottoman - Velvet Button Tufted Ottoman with Removable Lid, Purple",$64.43,0%,$64.43,9,9,9,0,9,27-Sep-2021,01-Oct-2021,Ship,01-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258835432,N6302-F1550,B00R4ZGG2A,,"HomePop Modern Storage Bench with Hinged Lid, Teal",$279.99,67%,$91.97,1,1,1,0,1,27-Sep-2021,01-Oct-2021,Ship,01-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258828281,K6410-F1423,B00YLB47FI,,"HomePop Upholstered Entryway Bench with Wood Shelf, Orange Suzani",$134.89,0%,$134.89,6,6,6,0,6,27-Sep-2021,01-Oct-2021,Ship,18-Nov-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258834527,N8264-B119,B016YSU2SG,,"HomePop Large Button Tufted Round Storage Ottoman, Berry",$109.99,31%,$76.18,4,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258844588,K6862-E844,B01DGBYJQU,,"HomePop Round Leatherette Storage Ottoman with Lid, Charcoal Grey",$77.28,0%,$77.28,40,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258844601,K6862-E846,B01DGBYRSA,,"HomePop Round Leatherette Storage Ottoman with Lid, Chocolate Brown",$75.82,13%,$65.80,4,4,4,0,4,27-Sep-2021,01-Oct-2021,Ship,01-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258844618,K6862-E847,B01DGBYT0G,,"HomePop Round Leatherette Storage Ottoman with Lid, Cinnamon Red",$77.61,0%,$77.61,30,30,30,0,30,27-Sep-2021,01-Oct-2021,Ship,01-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258844816,K4286-E848,B01DGBYYSS,,"HomePop Leatherette Square Tufted Backless Counter Height Stool, 24-inch, Ivory",$70.13,0%,$70.13,2,2,2,0,2,27-Sep-2021,01-Oct-2021,Ship,01-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258849989,K7446-F2176,B01LWPSVUW,,"HomePop Blake Backless Nailhead Trim Counter Height Barstool, 24-inch, Blue Tweed",$99.99,14%,$86.00,6,6,6,0,6,27-Sep-2021,01-Oct-2021,Ship,01-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258846025,K4004.24,B01LYP8V34,,"HomePop Tristan Swivel Counter Height Stool, Tan",$67.45,0%,$67.45,1,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258842409,N6302-F1570,B01LZYT4TH,,"HomePop Modern Storage Bench with Hinged Lid, Navy",$103.99,12%,$92.00,1,1,1,0,1,27-Sep-2021,01-Oct-2021,Ship,20-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258850008,K7446-F2181,B01LZZ13R6,,"HomePop Blake Backless Nailhead Trim Counter Height Barstool, 24-inch, Green Tweed",$99.99,14%,$86.00,1,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258841358,K6805-B215,B01M0AH496,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Set of 2, Navy Velvet",$149.85,0%,$149.85,7,7,7,0,7,27-Sep-2021,01-Oct-2021,Ship,01-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258839522,K6908-F1540,B06ZYXMKMR,,"HomePop Modern Swoop Arm Accent Chair, Gray Geomtric, Medium",$210.99,24%,$160.32,3,3,3,0,3,27-Sep-2021,01-Oct-2021,Ship,01-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258839683,K6805-F2091,B06ZYXMN83,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Single Pack, Yellow",$175.99,56%,$76.64,9,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258839690,K6805-F2092,B06ZZHNJ6D,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Single Pack, Teal",$151.99,50%,$76.64,6,6,6,0,6,27-Sep-2021,01-Oct-2021,Ship,01-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258844274,K7399-B118,B0716RD2JS,,"HomePop Round Metal Base Decorative Ottoman, White Velvet",$54.79,0%,$54.79,11,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258839676,K6805-F2090,B071CFR1X3,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Single Pack, Brown",$71.12,0%,$71.12,12,12,12,0,12,27-Sep-2021,01-Oct-2021,Ship,24-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258844212,K6958-B200,B071D9BTMT,,"HomePop Velvet Tufted Ottoman with Metal Base, Orange",$85.84,0%,$85.84,9,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258846216,K5508-E676,B071L7V5BH,,"HomePop Leatherette Round Button Tufted Storage Ottoman, Black",$126.64,0%,$126.64,14,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258838051,K6384NP-F2053,B071NTWHWD,,"HomePop Large Upholstered Rectangular Storage Ottoman Bench with Hinged Lid, Green Geometric",$216.99,38%,$134.62,3,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258839270,N7697S-F1539,B071NV4X83,,"HomePop Upholstered Storage Ottoman with Hinged Lid, Teal",$69.31,0%,$69.31,2,2,2,0,2,27-Sep-2021,01-Oct-2021,Ship,26-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258838273,K6805-F2062,B071R7FRT6,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Set of 2, Navy Blue and Lattice Cream",$174.83,0%,$174.83,3,3,3,0,3,27-Sep-2021,01-Oct-2021,Ship,01-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258822715,K1136-F975,B071XZ2VQ6,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Single Pack, Brown Sage Leaf",$96.74,21%,$76.64,8,8,8,0,8,27-Sep-2021,01-Oct-2021,Ship,26-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258838259,K6805-F2063,B071Y73ZHP,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Set of 2, Shades Blue",$174.83,0%,$174.83,1,1,1,0,1,27-Sep-2021,01-Oct-2021,Ship,01-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258839645,K6805-F2088,B071Y7Q1YD,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Single Pack, Dark Blue",$76.64,0%,$76.64,6,6,6,0,6,27-Sep-2021,01-Oct-2021,Ship,01-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258838228,K6805-A755,B071Y8LVFP,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Set of 2, Gray",$174.83,0%,$174.83,6,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258838105,K6805-F2053,B07223PM9F,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Set of 2, Green and Cream Geometric",$224.94,20%,$179.51,3,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258838068,K6384NP-F2054,B072BPWJGQ,,"HomePop Large Upholstered Rectangular Storage Ottoman Bench with Hinged Lid, Orange Geometric",$205.99,35%,$134.63,3,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258851043,K7342-F2067,B073QLTSN3,,"HomePop Square Storage Ottoman with Lift Off Lid, Cream",$70.36,0%,$70.36,26,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258849101,K7579-B220,B0757WR64L,,"HomePop Diva Youth Velvet Decorative Storage Bench with White Wood Legs, Pink",$129.99,23%,$99.64,2,2,2,0,2,27-Sep-2021,01-Oct-2021,Ship,27-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258849415,K6499-A769,B0757WW6RP,,"HomePop Swoop Arm Accent Chair, Grey Trellis",$199.99,33%,$133.59,5,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258845929,K6805-B228,B075832ZBP,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Set of 2, Dark Green Velvet",$229.99,24%,$174.83,19,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258848500,K6171-B229,B0758577B5,,"HomePop by Kinfine Fabric Upholstered Round Storage Ottoman - Velvet Button Tufted Ottoman with Removable Lid, Dark Gray",$133.00,45%,$73.06,125,0,0,0,0,27-Sep-2021,01-Oct-2021,Ship,27-Sep-2021,OS - Cancelled: Out of stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
12B8Z1EC,655258845936,K6805-B229,B07585WKTH,,"HomePop Parsons Classic Upholstered Accent Dining Chair, Set of 2, Dark Grey Velvet",$229.99,24%,$174.83,6,6,6,0,6,27-Sep-2021,01-Oct-2021,Ship,23-Oct-2021,AC - Accepted: In stock,,KINEB,STL4,,Confirmed,27-Sep-2021,NO,Collect,Invoice,,,101,USD,6,1,1,,0%
